From	To	Species	Gene Name
NP_391362	728886402	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein BmrA(bmrA)
NP_391362	16080535	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein BmrA(bmrA)
NP_391362	2635995	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein BmrA(bmrA)
NP_391362	81814872	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein BmrA(bmrA)
NP_390551	2635119	Bacillus subtilis subsp. subtilis str. 168	cytochrome P450(cypA)
NP_390551	2811064	Bacillus subtilis subsp. subtilis str. 168	cytochrome P450(cypA)
NP_390551	16079727	Bacillus subtilis subsp. subtilis str. 168	cytochrome P450(cypA)
NP_390551	728885604	Bacillus subtilis subsp. subtilis str. 168	cytochrome P450(cypA)
NP_390551	1934647	Bacillus subtilis subsp. subtilis str. 168	cytochrome P450(cypA)
NP_391520	225185412	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-basal body complex protein FlhP(flhP)
NP_391520	254763418	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-basal body complex protein FlhP(flhP)
NP_391520	728886557	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-basal body complex protein FlhP(flhP)
NP_391520	255767784	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-basal body complex protein FlhP(flhP)
NP_390398	16079574	Bacillus subtilis subsp. subtilis str. 168	cytochrome c-550(cccA)
NP_390398	728885444	Bacillus subtilis subsp. subtilis str. 168	cytochrome c-550(cccA)
NP_390398	2634952	Bacillus subtilis subsp. subtilis str. 168	cytochrome c-550(cccA)
NP_390398	115218	Bacillus subtilis subsp. subtilis str. 168	cytochrome c-550(cccA)
NP_390399	251757327	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor RpoD(sigA)
NP_390399	225185201	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor RpoD(sigA)
NP_390399	728885445	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor RpoD(sigA)
NP_390399	255767573	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor RpoD(sigA)
NP_391521	6648066	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-basal body complex protein FlhO(flhO)
NP_391521	16080693	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-basal body complex protein FlhO(flhO)
NP_391521	728886558	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-basal body complex protein FlhO(flhO)
NP_391521	1763700	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-basal body complex protein FlhO(flhO)
NP_391521	2636165	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-basal body complex protein FlhO(flhO)
NP_391755	16080927	Bacillus subtilis subsp. subtilis str. 168	cytochrome d ubiquinol oxidase subunit 1(cydA)
NP_391755	2829796	Bacillus subtilis subsp. subtilis str. 168	cytochrome d ubiquinol oxidase subunit 1(cydA)
NP_391755	728886797	Bacillus subtilis subsp. subtilis str. 168	cytochrome d ubiquinol oxidase subunit 1(cydA)
NP_391755	2636411	Bacillus subtilis subsp. subtilis str. 168	cytochrome d ubiquinol oxidase subunit 1(cydA)
NP_388885	1706577	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(ecsA)
NP_388885	2226115	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(ecsA)
NP_388885	728883893	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(ecsA)
NP_388885	16078068	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(ecsA)
NP_388885	2633340	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(ecsA)
NP_390787	16079961	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase I(polA)
NP_390787	728885841	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase I(polA)
NP_390787	6015001	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase I(polA)
NP_390787	2635374	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase I(polA)
NP_391754	728886796	Bacillus subtilis subsp. subtilis str. 168	cytochrome d ubiquinol oxidase subunit 2(cydB)
NP_391754	16080926	Bacillus subtilis subsp. subtilis str. 168	cytochrome d ubiquinol oxidase subunit 2(cydB)
NP_391754	2636410	Bacillus subtilis subsp. subtilis str. 168	cytochrome d ubiquinol oxidase subunit 2(cydB)
NP_391754	2829797	Bacillus subtilis subsp. subtilis str. 168	cytochrome d ubiquinol oxidase subunit 2(cydB)
NP_390263	16079439	Bacillus subtilis subsp. subtilis str. 168	NADPH dehydrogenase(yqjM)
NP_390263	728885307	Bacillus subtilis subsp. subtilis str. 168	NADPH dehydrogenase(yqjM)
NP_390263	1731075	Bacillus subtilis subsp. subtilis str. 168	NADPH dehydrogenase(yqjM)
NP_390263	2634817	Bacillus subtilis subsp. subtilis str. 168	NADPH dehydrogenase(yqjM)
NP_391597	728886635	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit delta(rpoE)
NP_391597	16080769	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit delta(rpoE)
NP_391597	133449	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit delta(rpoE)
NP_391597	2636253	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit delta(rpoE)
NP_391597	853761	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit delta(rpoE)
NP_391234	728886277	Bacillus subtilis subsp. subtilis str. 168	FMN-dependent NADH-azoreductase 2(yvaB)
NP_391234	16080407	Bacillus subtilis subsp. subtilis str. 168	FMN-dependent NADH-azoreductase 2(yvaB)
NP_391234	2635867	Bacillus subtilis subsp. subtilis str. 168	FMN-dependent NADH-azoreductase 2(yvaB)
NP_391234	22001482	Bacillus subtilis subsp. subtilis str. 168	FMN-dependent NADH-azoreductase 2(yvaB)
NP_391751	2636407	Bacillus subtilis subsp. subtilis str. 168	ADP-dependent (S)-NAD(P)H-hydrate dehydratase(yxkO)
NP_391751	728886793	Bacillus subtilis subsp. subtilis str. 168	ADP-dependent (S)-NAD(P)H-hydrate dehydratase(yxkO)
NP_391751	16080923	Bacillus subtilis subsp. subtilis str. 168	ADP-dependent (S)-NAD(P)H-hydrate dehydratase(yxkO)
NP_391751	2829800	Bacillus subtilis subsp. subtilis str. 168	ADP-dependent (S)-NAD(P)H-hydrate dehydratase(yxkO)
NP_390267	50812264	Bacillus subtilis subsp. subtilis str. 168	6-phosphogluconate dehydrogenase(yqjI)
NP_390267	32468789	Bacillus subtilis subsp. subtilis str. 168	6-phosphogluconate dehydrogenase(yqjI)
NP_390267	728885311	Bacillus subtilis subsp. subtilis str. 168	6-phosphogluconate dehydrogenase(yqjI)
NP_390267	33518617	Bacillus subtilis subsp. subtilis str. 168	6-phosphogluconate dehydrogenase(yqjI)
NP_389605	225185028	Bacillus subtilis subsp. subtilis str. 168	polyketide biosynthesis cytochrome P450 PksS(pksS)
NP_389605	255767401	Bacillus subtilis subsp. subtilis str. 168	polyketide biosynthesis cytochrome P450 PksS(pksS)
NP_389605	1018192179	Bacillus subtilis subsp. subtilis str. 168	polyketide biosynthesis cytochrome P450 PksS(pksS)
NP_389605	728884629	Bacillus subtilis subsp. subtilis str. 168	polyketide biosynthesis cytochrome P450 PksS(pksS)
NP_389605	254782316	Bacillus subtilis subsp. subtilis str. 168	polyketide biosynthesis cytochrome P450 PksS(pksS)
NP_388852	81815002	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein YheI(yheI)
NP_388852	16078036	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein YheI(yheI)
NP_388852	728883860	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein YheI(yheI)
NP_388852	2633306	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein YheI(yheI)
NP_388852	2226166	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein YheI(yheI)
NP_390897	728887148	Bacillus subtilis subsp. subtilis str. 168	biotin biosynthesis cytochrome P450(bioI)
NP_390897	1705469	Bacillus subtilis subsp. subtilis str. 168	biotin biosynthesis cytochrome P450(bioI)
NP_390897	2635503	Bacillus subtilis subsp. subtilis str. 168	biotin biosynthesis cytochrome P450(bioI)
NP_390897	16080071	Bacillus subtilis subsp. subtilis str. 168	biotin biosynthesis cytochrome P450(bioI)
NP_390536	728970	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance protein 2(blt)
NP_390536	728885588	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance protein 2(blt)
NP_390536	2635104	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance protein 2(blt)
NP_390536	483941	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance protein 2(blt)
NP_390536	16079712	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance protein 2(blt)
NP_387883	2632269	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit beta(dnaN)
NP_387883	728882889	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit beta(dnaN)
NP_387883	118797	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit beta(dnaN)
NP_387883	467392	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit beta(dnaN)
NP_387883	16077070	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit beta(dnaN)
NP_389540	118793	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III PolC-type(polC)
NP_389540	728884566	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III PolC-type(polC)
NP_389540	2634030	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III PolC-type(polC)
NP_389540	16078721	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III PolC-type(polC)
NP_388054	16077241	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigW(sigW)
NP_388054	6647855	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigW(sigW)
NP_388054	1256141	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigW(sigW)
NP_388054	2632440	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigW(sigW)
NP_388054	728883063	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigW(sigW)
NP_391749	3024619	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigY(sigY)
NP_391749	2636405	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigY(sigY)
NP_391749	16080921	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigY(sigY)
NP_391749	728886791	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigY(sigY)
NP_391586	1170872	Bacillus subtilis subsp. subtilis str. 168	NAD-dependent malic enzyme 2(ywkA)
NP_391586	16080758	Bacillus subtilis subsp. subtilis str. 168	NAD-dependent malic enzyme 2(ywkA)
NP_391586	2636230	Bacillus subtilis subsp. subtilis str. 168	NAD-dependent malic enzyme 2(ywkA)
NP_391586	853772	Bacillus subtilis subsp. subtilis str. 168	NAD-dependent malic enzyme 2(ywkA)
NP_387912	467421	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit delta(holB)
NP_387912	586870	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit delta(holB)
NP_387912	16077099	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit delta(holB)
NP_387912	728882918	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit delta(holB)
NP_387912	2632298	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit delta(holB)
NP_389416	16078597	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-G factor(sigG)
NP_389416	728884442	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-G factor(sigG)
NP_389416	580764	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-G factor(sigG)
NP_389416	133475	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-G factor(sigG)
NP_389416	2633906	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-G factor(sigG)
NP_389415	728884441	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-E factor(sigE)
NP_389415	225184981	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-E factor(sigE)
NP_389415	133472	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-E factor(sigE)
NP_389415	255767354	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-E factor(sigE)
NP_389676	870925	Bacillus subtilis subsp. subtilis str. 168	cytochrome c-type biogenesis protein CcdA(ccdA)
NP_389676	2634177	Bacillus subtilis subsp. subtilis str. 168	cytochrome c-type biogenesis protein CcdA(ccdA)
NP_389676	16078856	Bacillus subtilis subsp. subtilis str. 168	cytochrome c-type biogenesis protein CcdA(ccdA)
NP_389676	1168824	Bacillus subtilis subsp. subtilis str. 168	cytochrome c-type biogenesis protein CcdA(ccdA)
NP_389676	1405449	Bacillus subtilis subsp. subtilis str. 168	cytochrome c-type biogenesis protein CcdA(ccdA)
NP_389676	728884707	Bacillus subtilis subsp. subtilis str. 168	cytochrome c-type biogenesis protein CcdA(ccdA)
NP_390920	9911044	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(ytrE)
NP_390920	16080094	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(ytrE)
NP_390920	2635526	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(ytrE)
NP_390920	728885968	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(ytrE)
NP_390800	33517450	Bacillus subtilis subsp. subtilis str. 168	NAD-dependent malic enzyme 4(ytsJ)
NP_390800	728885853	Bacillus subtilis subsp. subtilis str. 168	NAD-dependent malic enzyme 4(ytsJ)
NP_390800	2635387	Bacillus subtilis subsp. subtilis str. 168	NAD-dependent malic enzyme 4(ytsJ)
NP_390800	16079974	Bacillus subtilis subsp. subtilis str. 168	NAD-dependent malic enzyme 4(ytsJ)
NP_390921	2635527	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease(ytrD)
NP_390921	81637624	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease(ytrD)
NP_390921	16080095	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease(ytrD)
NP_390921	728885969	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease(ytrD)
NP_390922	2635528	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease(ytrC)
NP_390922	728885970	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease(ytrC)
NP_390922	16080096	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease(ytrC)
NP_390922	81637615	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease(ytrC)
NP_390801	728885854	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit alpha(dnaE)
NP_390801	6166145	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit alpha(dnaE)
NP_390801	2635388	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit alpha(dnaE)
NP_390801	16079975	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit alpha(dnaE)
NP_390923	2635529	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(ytrB)
NP_390923	728885971	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(ytrB)
NP_390923	16080097	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(ytrB)
NP_390923	81815744	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(ytrB)
NP_391694	2636350	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 3(qoxC)
NP_391694	413963	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 3(qoxC)
NP_391694	728886734	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 3(qoxC)
NP_391694	16080866	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 3(qoxC)
NP_391694	464514	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 3(qoxC)
NP_391693	2636349	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 4(qoxD)
NP_391693	413964	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 4(qoxD)
NP_391693	728886733	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 4(qoxD)
NP_391693	16080865	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 4(qoxD)
NP_391693	464515	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 4(qoxD)
NP_391696	225185435	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 2(qoxA)
NP_391696	239938930	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 2(qoxA)
NP_391696	255767807	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 2(qoxA)
NP_390243	728885287	Bacillus subtilis subsp. subtilis str. 168	oxidoreductase(yqkF)
NP_390243	1731092	Bacillus subtilis subsp. subtilis str. 168	oxidoreductase(yqkF)
NP_390243	2634797	Bacillus subtilis subsp. subtilis str. 168	oxidoreductase(yqkF)
NP_390243	16079419	Bacillus subtilis subsp. subtilis str. 168	oxidoreductase(yqkF)
NP_391695	16080867	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 1(qoxB)
NP_391695	413962	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 1(qoxB)
NP_391695	464512	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 1(qoxB)
NP_391695	728886735	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 1(qoxB)
NP_391695	2636351	Bacillus subtilis subsp. subtilis str. 168	quinol oxidase subunit 1(qoxB)
NP_388853	81815000	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein YheH(yheH)
NP_388853	300649426	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein YheH(yheH)
NP_388853	2633307	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein YheH(yheH)
NP_388853	728883861	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein YheH(yheH)
NP_388853	259428499	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein YheH(yheH)
NP_388853	16078037	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein YheH(yheH)
NP_388853	300569260	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein YheH(yheH)
NP_388853	2226165	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein YheH(yheH)
NP_388853	259663678	Bacillus subtilis subsp. subtilis str. 168	multidrug resistance ABC transporter ATP-binding/permease protein YheH(yheH)
NP_391843	255767849	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(yxdL)
NP_391843	728886886	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(yxdL)
NP_391843	225185477	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(yxdL)
NP_391843	254763359	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(yxdL)
NP_391842	225185476	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease(yxdM)
NP_391842	254763387	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease(yxdM)
NP_391842	255767848	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease(yxdM)
NP_391842	728886885	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease(yxdM)
NP_387982	2632368	Bacillus subtilis subsp. subtilis str. 168	transcription termination/antitermination protein NusG(nusG)
NP_387982	548391	Bacillus subtilis subsp. subtilis str. 168	transcription termination/antitermination protein NusG(nusG)
NP_387982	16077169	Bacillus subtilis subsp. subtilis str. 168	transcription termination/antitermination protein NusG(nusG)
NP_387982	728882990	Bacillus subtilis subsp. subtilis str. 168	transcription termination/antitermination protein NusG(nusG)
NP_391043	255767722	Bacillus subtilis subsp. subtilis str. 168	Na(+)/H(+) antiporter subunit F(mrpF)
NP_391043	254763314	Bacillus subtilis subsp. subtilis str. 168	Na(+)/H(+) antiporter subunit F(mrpF)
NP_391043	728886092	Bacillus subtilis subsp. subtilis str. 168	Na(+)/H(+) antiporter subunit F(mrpF)
NP_391043	225185350	Bacillus subtilis subsp. subtilis str. 168	Na(+)/H(+) antiporter subunit F(mrpF)
NP_390594	2635162	Bacillus subtilis subsp. subtilis str. 168	bifunctional P-450/NADPH-P450 reductase 2(cypB)
NP_390594	9296937	Bacillus subtilis subsp. subtilis str. 168	bifunctional P-450/NADPH-P450 reductase 2(cypB)
NP_390594	728885645	Bacillus subtilis subsp. subtilis str. 168	bifunctional P-450/NADPH-P450 reductase 2(cypB)
NP_390594	16079770	Bacillus subtilis subsp. subtilis str. 168	bifunctional P-450/NADPH-P450 reductase 2(cypB)
NP_390594	1934614	Bacillus subtilis subsp. subtilis str. 168	bifunctional P-450/NADPH-P450 reductase 2(cypB)
NP_390915	16080089	Bacillus subtilis subsp. subtilis str. 168	bacitracin export permease protein BceB(bceB)
NP_390915	41688439	Bacillus subtilis subsp. subtilis str. 168	bacitracin export permease protein BceB(bceB)
NP_390915	728885964	Bacillus subtilis subsp. subtilis str. 168	bacitracin export permease protein BceB(bceB)
NP_390915	2635521	Bacillus subtilis subsp. subtilis str. 168	bacitracin export permease protein BceB(bceB)
NP_389916	2634427	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase YorL(yorL)
NP_389916	81555926	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase YorL(yorL)
NP_389916	16079093	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase YorL(yorL)
NP_389916	728884958	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase YorL(yorL)
NP_387979	728882987	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-H factor(sigH)
NP_387979	16077166	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-H factor(sigH)
NP_387979	133477	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-H factor(sigH)
NP_387979	2632365	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-H factor(sigH)
NP_389516	544318	Bacillus subtilis subsp. subtilis str. 168	flagellar biosynthetic protein FliZ(fliZ)
NP_389516	728884542	Bacillus subtilis subsp. subtilis str. 168	flagellar biosynthetic protein FliZ(fliZ)
NP_389516	2634006	Bacillus subtilis subsp. subtilis str. 168	flagellar biosynthetic protein FliZ(fliZ)
NP_389516	16078697	Bacillus subtilis subsp. subtilis str. 168	flagellar biosynthetic protein FliZ(fliZ)
NP_389513	120344	Bacillus subtilis subsp. subtilis str. 168	flagellar motor switch protein FliM(fliM)
NP_389513	16078694	Bacillus subtilis subsp. subtilis str. 168	flagellar motor switch protein FliM(fliM)
NP_389513	2634003	Bacillus subtilis subsp. subtilis str. 168	flagellar motor switch protein FliM(fliM)
NP_389513	728884539	Bacillus subtilis subsp. subtilis str. 168	flagellar motor switch protein FliM(fliM)
NP_388667	728883680	Bacillus subtilis subsp. subtilis str. 168	MFS transporter(yfkL)
NP_388667	81555990	Bacillus subtilis subsp. subtilis str. 168	MFS transporter(yfkL)
NP_388667	16077853	Bacillus subtilis subsp. subtilis str. 168	MFS transporter(yfkL)
NP_388667	2633110	Bacillus subtilis subsp. subtilis str. 168	MFS transporter(yfkL)
NP_389514	16078695	Bacillus subtilis subsp. subtilis str. 168	flagellar motor switch phosphatase FliY(fliY)
NP_389514	728884540	Bacillus subtilis subsp. subtilis str. 168	flagellar motor switch phosphatase FliY(fliY)
NP_389514	2634004	Bacillus subtilis subsp. subtilis str. 168	flagellar motor switch phosphatase FliY(fliY)
NP_389514	585146	Bacillus subtilis subsp. subtilis str. 168	flagellar motor switch phosphatase FliY(fliY)
NP_389258	81555909	Bacillus subtilis subsp. subtilis str. 168	7-cyano-7-deazaguanine reductase(ykvM)
NP_389258	728884277	Bacillus subtilis subsp. subtilis str. 168	7-cyano-7-deazaguanine reductase(ykvM)
NP_389258	394986404	Bacillus subtilis subsp. subtilis str. 168	7-cyano-7-deazaguanine reductase(ykvM)
NP_389258	394986403	Bacillus subtilis subsp. subtilis str. 168	7-cyano-7-deazaguanine reductase(ykvM)
NP_389258	2633746	Bacillus subtilis subsp. subtilis str. 168	7-cyano-7-deazaguanine reductase(ykvM)
NP_389258	394986407	Bacillus subtilis subsp. subtilis str. 168	7-cyano-7-deazaguanine reductase(ykvM)
NP_389258	394986406	Bacillus subtilis subsp. subtilis str. 168	7-cyano-7-deazaguanine reductase(ykvM)
NP_389258	394986405	Bacillus subtilis subsp. subtilis str. 168	7-cyano-7-deazaguanine reductase(ykvM)
NP_389258	16078439	Bacillus subtilis subsp. subtilis str. 168	7-cyano-7-deazaguanine reductase(ykvM)
NP_390226	133474	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-F factor(sigF)
NP_390226	728885268	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-F factor(sigF)
NP_390226	16079402	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-F factor(sigF)
